tenant_id,variant_id,sku_id,style_code,brand,product_name,category,gender_target,season,product_created_at,variant_created_at,cost_price_usd,retail_price_usd,current_stock,initial_stock,style_key,sku_key,brand_key,name_key,brand_normalized,style_code_normalized,category_normalized,gender_normalized,catalog_product_name,week_of,competitor_min_price_usd,competitor_avg_price_usd,competitor_max_price_usd,num_competitors,competitors_on_sale_count,competitors_out_of_stock_count,match_type,match_score,matched_products_count,has_competitor_data,inventory_history_quality,total_qty,simulated_peak_stock,sales_units_last_28d,avg_daily_sales_28d,sell_through_proxy,days_since_launch,days_since_last_discount,days_at_current_price,state_id
00000000-0000-0000-0000-000000000001,ed497a97-cd89-4ebd-a47a-8f1a29637e8a,SP-6A627AE57E,ID8764,Adidas,Adidas Galaxy 7 Women Running Shoes Black,footwear,women,core,2026-05-29 20:40:54.077393+00:00,2026-05-29 20:40:54.077393+00:00,38.4,81.96,12,12,id8764,sp6a627ae57e,adidas,adidas galaxy 7 women running shoes black,ADIDAS,ID8764,footwear,women,Adidas Galaxy 7 Women Running Shoes Black,2026-05-26,62.0,2400052.4,7200000.0,2,1,1,exact_style,0.8236,15.0,1,movement_reconstructed,12,12,0.0,0.0,0.0,0,999,30,SP-6A627AE57E|2026-05-26
00000000-0000-0000-0000-000000000001,ed497a97-cd89-4ebd-a47a-8f1a29637e8a,SP-6A627AE57E,ID8764,Adidas,Adidas Galaxy 7 Women Running Shoes Black,footwear,women,core,2026-05-29 20:40:54.077393+00:00,2026-05-29 20:40:54.077393+00:00,38.4,81.96,12,12,id8764,sp6a627ae57e,adidas,adidas galaxy 7 women running shoes black,ADIDAS,ID8764,footwear,women,Adidas Galaxy 7 Women Running Shoes Black,2026-06-02,0.0,0.0,0.0,0,0,0,no_match,0.0,,0,movement_reconstructed,12,12,0.0,0.0,0.0,3,999,30,SP-6A627AE57E|2026-06-02
00000000-0000-0000-0000-000000000001,b822fc28-3efd-4528-b435-c215032a4a6d,SP-73E4C8CC61,ID3488,Adidas,"4Dfwd 3 Running Shoes, Black",footwear,men,core,2026-05-29 20:40:54.077393+00:00,2026-05-29 20:40:54.077393+00:00,76.32,157.46,9,9,id3488,sp73e4c8cc61,adidas,"4dfwd 3 running shoes, black",ADIDAS,ID3488,footwear,men,"4Dfwd 3 Running Shoes, Black",2026-05-26,160.0,160.0,160.0,1,1,1,similar_product,0.8018,1.0,1,movement_reconstructed,9,9,0.0,0.0,0.0,0,999,30,SP-73E4C8CC61|2026-05-26
00000000-0000-0000-0000-000000000001,b822fc28-3efd-4528-b435-c215032a4a6d,SP-73E4C8CC61,ID3488,Adidas,"4Dfwd 3 Running Shoes, Black",footwear,men,core,2026-05-29 20:40:54.077393+00:00,2026-05-29 20:40:54.077393+00:00,76.32,157.46,9,9,id3488,sp73e4c8cc61,adidas,"4dfwd 3 running shoes, black",ADIDAS,ID3488,footwear,men,"4Dfwd 3 Running Shoes, Black",2026-06-02,0.0,0.0,0.0,0,0,0,no_match,0.0,,0,movement_reconstructed,9,9,0.0,0.0,0.0,3,999,30,SP-73E4C8CC61|2026-06-02
00000000-0000-0000-0000-000000000001,da96f6a1-4740-4e41-8257-09e301b72785,SP-DEECA186E7,ID3491,Adidas,"4Dfwd 3 Running Shoes, Black",footwear,men,core,2026-05-29 20:40:54.077393+00:00,2026-05-29 20:40:54.077393+00:00,60.96,139.54,9,9,id3491,spdeeca186e7,adidas,"4dfwd 3 running shoes, black",ADIDAS,ID3491,footwear,men,"4Dfwd 3 Running Shoes, Black",2026-05-26,121.0,127.33333333333333,135.0,1,0,1,similar_product,0.7645,3.0,1,movement_reconstructed,9,9,0.0,0.0,0.0,0,999,30,SP-DEECA186E7|2026-05-26
00000000-0000-0000-0000-000000000001,da96f6a1-4740-4e41-8257-09e301b72785,SP-DEECA186E7,ID3491,Adidas,"4Dfwd 3 Running Shoes, Black",footwear,men,core,2026-05-29 20:40:54.077393+00:00,2026-05-29 20:40:54.077393+00:00,60.96,139.54,9,9,id3491,spdeeca186e7,adidas,"4dfwd 3 running shoes, black",ADIDAS,ID3491,footwear,men,"4Dfwd 3 Running Shoes, Black",2026-06-02,0.0,0.0,0.0,0,0,0,no_match,0.0,,0,movement_reconstructed,9,9,0.0,0.0,0.0,3,999,30,SP-DEECA186E7|2026-06-02
00000000-0000-0000-0000-000000000001,20d315c3-6c5c-4d42-bcd2-8ddc6097f642,SP-745B1972AB,IG8995,Adidas,"4Dfwd 3 Running Shoes, Black",footwear,women,core,2026-05-29 20:40:54.077393+00:00,2026-05-29 20:40:54.077393+00:00,99.36,255.18,11,11,ig8995,sp745b1972ab,adidas,"4dfwd 3 running shoes, black",ADIDAS,IG8995,footwear,women,"4Dfwd 3 Running Shoes, Black",2026-05-26,18630000.0,18630000.0,18630000.0,1,1,0,exact_style,1.0,1.0,1,movement_reconstructed,11,11,0.0,0.0,0.0,0,999,30,SP-745B1972AB|2026-05-26
00000000-0000-0000-0000-000000000001,20d315c3-6c5c-4d42-bcd2-8ddc6097f642,SP-745B1972AB,IG8995,Adidas,"4Dfwd 3 Running Shoes, Black",footwear,women,core,2026-05-29 20:40:54.077393+00:00,2026-05-29 20:40:54.077393+00:00,99.36,255.18,11,11,ig8995,sp745b1972ab,adidas,"4dfwd 3 running shoes, black",ADIDAS,IG8995,footwear,women,"4Dfwd 3 Running Shoes, Black",2026-06-02,0.0,0.0,0.0,0,0,0,no_match,0.0,,0,movement_reconstructed,11,11,0.0,0.0,0.0,3,999,30,SP-745B1972AB|2026-06-02
00000000-0000-0000-0000-000000000001,f817d9ee-181a-470a-a460-a92956a0d36b,SP-485BDE7E2C,IG8996,Adidas,"4Dfwd 3 Running Shoes, Black",footwear,women,core,2026-05-29 20:40:54.077393+00:00,2026-05-29 20:40:54.077393+00:00,99.36,224.87,9,9,ig8996,sp485bde7e2c,adidas,"4dfwd 3 running shoes, black",ADIDAS,IG8996,footwear,women,"4Dfwd 3 Running Shoes, Black",2026-05-26,18630000.0,18630000.0,18630000.0,1,1,0,exact_style,1.0,1.0,1,movement_reconstructed,9,9,0.0,0.0,0.0,0,999,30,SP-485BDE7E2C|2026-05-26
00000000-0000-0000-0000-000000000001,f817d9ee-181a-470a-a460-a92956a0d36b,SP-485BDE7E2C,IG8996,Adidas,"4Dfwd 3 Running Shoes, Black",footwear,women,core,2026-05-29 20:40:54.077393+00:00,2026-05-29 20:40:54.077393+00:00,99.36,224.87,9,9,ig8996,sp485bde7e2c,adidas,"4dfwd 3 running shoes, black",ADIDAS,IG8996,footwear,women,"4Dfwd 3 Running Shoes, Black",2026-06-02,0.0,0.0,0.0,0,0,0,no_match,0.0,,0,movement_reconstructed,9,9,0.0,0.0,0.0,3,999,30,SP-485BDE7E2C|2026-06-02
00000000-0000-0000-0000-000000000001,b6128810-85df-42e0-ad65-7c7da998f8dd,SP-545229B88B,IG8980,Adidas,"4Dfwd 3 Running Shoes, Grey",footwear,men,core,2026-05-29 20:40:54.077393+00:00,2026-05-29 20:40:54.077393+00:00,76.32,171.5,11,11,ig8980,sp545229b88b,adidas,"4dfwd 3 running shoes, grey",ADIDAS,IG8980,footwear,men,"4Dfwd 3 Running Shoes, Grey",2026-05-26,166.0,7155083.0,14310000.0,2,2,0,exact_style,1.0,2.0,1,movement_reconstructed,11,11,0.0,0.0,0.0,0,999,30,SP-545229B88B|2026-05-26
00000000-0000-0000-0000-000000000001,b6128810-85df-42e0-ad65-7c7da998f8dd,SP-545229B88B,IG8980,Adidas,"4Dfwd 3 Running Shoes, Grey",footwear,men,core,2026-05-29 20:40:54.077393+00:00,2026-05-29 20:40:54.077393+00:00,76.32,171.5,11,11,ig8980,sp545229b88b,adidas,"4dfwd 3 running shoes, grey",ADIDAS,IG8980,footwear,men,"4Dfwd 3 Running Shoes, Grey",2026-06-02,0.0,0.0,0.0,0,0,0,no_match,0.0,,0,movement_reconstructed,11,11,0.0,0.0,0.0,3,999,30,SP-545229B88B|2026-06-02
00000000-0000-0000-0000-000000000001,2b592a79-8648-45cc-94c1-7f74a5c94029,SP-BEDB9977CB,ID8882,Adidas,"4Dfwd 4 Running Shoes, Black",footwear,women,core,2026-05-29 20:40:54.077393+00:00,2026-05-29 20:40:54.077393+00:00,76.32,154.0,12,12,id8882,spbedb9977cb,adidas,"4dfwd 4 running shoes, black",ADIDAS,ID8882,footwear,women,"4Dfwd 4 Running Shoes, Black",2026-05-26,14310000.0,14310000.0,14310000.0,1,1,0,exact_style,1.0,1.0,1,movement_reconstructed,12,12,0.0,0.0,0.0,0,999,30,SP-BEDB9977CB|2026-05-26
00000000-0000-0000-0000-000000000001,2b592a79-8648-45cc-94c1-7f74a5c94029,SP-BEDB9977CB,ID8882,Adidas,"4Dfwd 4 Running Shoes, Black",footwear,women,core,2026-05-29 20:40:54.077393+00:00,2026-05-29 20:40:54.077393+00:00,76.32,154.0,12,12,id8882,spbedb9977cb,adidas,"4dfwd 4 running shoes, black",ADIDAS,ID8882,footwear,women,"4Dfwd 4 Running Shoes, Black",2026-06-02,0.0,0.0,0.0,0,0,0,no_match,0.0,,0,movement_reconstructed,12,12,0.0,0.0,0.0,3,999,30,SP-BEDB9977CB|2026-06-02
00000000-0000-0000-0000-000000000001,f4d582e5-16c5-4208-bcc8-be27655727af,SP-0D8F9A9ADA,ID8311,Adidas,"4Dfwd 4 Running Shoes, White",footwear,women,core,2026-05-29 20:40:54.077393+00:00,2026-05-29 20:40:54.077393+00:00,99.36,182.95,10,10,id8311,sp0d8f9a9ada,adidas,"4dfwd 4 running shoes, white",ADIDAS,ID8311,footwear,women,"4Dfwd 4 Running Shoes, White",2026-05-26,18630000.0,18630000.0,18630000.0,1,1,0,exact_style,1.0,1.0,1,movement_reconstructed,10,10,0.0,0.0,0.0,0,999,30,SP-0D8F9A9ADA|2026-05-26
00000000-0000-0000-0000-000000000001,f4d582e5-16c5-4208-bcc8-be27655727af,SP-0D8F9A9ADA,ID8311,Adidas,"4Dfwd 4 Running Shoes, White",footwear,women,core,2026-05-29 20:40:54.077393+00:00,2026-05-29 20:40:54.077393+00:00,99.36,182.95,10,10,id8311,sp0d8f9a9ada,adidas,"4dfwd 4 running shoes, white",ADIDAS,ID8311,footwear,women,"4Dfwd 4 Running Shoes, White",2026-06-02,0.0,0.0,0.0,0,0,0,no_match,0.0,,0,movement_reconstructed,10,10,0.0,0.0,0.0,3,999,30,SP-0D8F9A9ADA|2026-06-02
00000000-0000-0000-0000-000000000001,40fe5722-0bc7-41c4-b53e-86a046b804df,SP-9DB6B598F6,ID8887,Adidas,"4Dfwd 4 Running Shoes, White",footwear,men,core,2026-05-29 20:40:54.077393+00:00,2026-05-29 20:40:54.077393+00:00,60.96,145.33,12,12,id8887,sp9db6b598f6,adidas,"4dfwd 4 running shoes, white",ADIDAS,ID8887,footwear,men,"4Dfwd 4 Running Shoes, White",2026-05-26,11430000.0,11430000.0,11430000.0,1,1,0,exact_style,1.0,1.0,1,movement_reconstructed,12,12,0.0,0.0,0.0,0,999,30,SP-9DB6B598F6|2026-05-26
00000000-0000-0000-0000-000000000001,40fe5722-0bc7-41c4-b53e-86a046b804df,SP-9DB6B598F6,ID8887,Adidas,"4Dfwd 4 Running Shoes, White",footwear,men,core,2026-05-29 20:40:54.077393+00:00,2026-05-29 20:40:54.077393+00:00,60.96,145.33,12,12,id8887,sp9db6b598f6,adidas,"4dfwd 4 running shoes, white",ADIDAS,ID8887,footwear,men,"4Dfwd 4 Running Shoes, White",2026-06-02,0.0,0.0,0.0,0,0,0,no_match,0.0,,0,movement_reconstructed,12,12,0.0,0.0,0.0,3,999,30,SP-9DB6B598F6|2026-06-02
00000000-0000-0000-0000-000000000001,32cbcff7-9e45-4b7b-a43a-a7f99a653427,SP-F272E0B3EC,IN236717,Crocs,Crocs All Day Men Lifestyle Slippers Black,footwear,men,core,2026-05-29 20:40:54.077393+00:00,2026-05-29 20:40:54.077393+00:00,18.72,39.39,12,12,in236717,spf272e0b3ec,crocs,crocs all day men lifestyle slippers black,CROCS,IN236717,lifestyle,men,Crocs All Day Men Lifestyle Slippers Black,2026-05-26,36.0,36.0,36.0,1,0,0,same_model_family,0.9759,2.0,1,movement_reconstructed,12,12,0.0,0.0,0.0,0,999,30,SP-F272E0B3EC|2026-05-26
00000000-0000-0000-0000-000000000001,32cbcff7-9e45-4b7b-a43a-a7f99a653427,SP-F272E0B3EC,IN236717,Crocs,Crocs All Day Men Lifestyle Slippers Black,footwear,men,core,2026-05-29 20:40:54.077393+00:00,2026-05-29 20:40:54.077393+00:00,18.72,39.39,12,12,in236717,spf272e0b3ec,crocs,crocs all day men lifestyle slippers black,CROCS,IN236717,lifestyle,men,Crocs All Day Men Lifestyle Slippers Black,2026-06-02,0.0,0.0,0.0,0,0,0,no_match,0.0,,0,movement_reconstructed,12,12,0.0,0.0,0.0,3,999,30,SP-F272E0B3EC|2026-06-02
00000000-0000-0000-0000-000000000001,82a850b5-0ba2-4d75-aae2-983a9dbb5993,SP-26CA5937C8,IN236719,Crocs,Crocs All Day Men Lifestyle Slippers Navy,footwear,men,core,2026-05-29 20:40:54.077393+00:00,2026-05-29 20:40:54.077393+00:00,18.72,44.51,12,12,in236719,sp26ca5937c8,crocs,crocs all day men lifestyle slippers navy,CROCS,IN236719,lifestyle,men,Crocs All Day Men Lifestyle Slippers Navy,2026-05-26,42.0,42.0,42.0,1,0,1,same_model_family,0.8264,2.0,1,movement_reconstructed,12,12,0.0,0.0,0.0,0,999,30,SP-26CA5937C8|2026-05-26
00000000-0000-0000-0000-000000000001,82a850b5-0ba2-4d75-aae2-983a9dbb5993,SP-26CA5937C8,IN236719,Crocs,Crocs All Day Men Lifestyle Slippers Navy,footwear,men,core,2026-05-29 20:40:54.077393+00:00,2026-05-29 20:40:54.077393+00:00,18.72,44.51,12,12,in236719,sp26ca5937c8,crocs,crocs all day men lifestyle slippers navy,CROCS,IN236719,lifestyle,men,Crocs All Day Men Lifestyle Slippers Navy,2026-06-02,0.0,0.0,0.0,0,0,0,no_match,0.0,,0,movement_reconstructed,12,12,0.0,0.0,0.0,3,999,30,SP-26CA5937C8|2026-06-02
00000000-0000-0000-0000-000000000001,9974de1e-6675-45ad-9d2a-1869b9d62390,SP-CA4D78ABDF,IN236714,Crocs,Crocs All Day Women Lifestyle Slippers Black,footwear,women,core,2026-05-29 20:40:54.077393+00:00,2026-05-29 20:40:54.077393+00:00,18.72,36.75,10,10,in236714,spca4d78abdf,crocs,crocs all day women lifestyle slippers black,CROCS,IN236714,lifestyle,women,Crocs All Day Women Lifestyle Slippers Black,2026-05-26,34.0,36.611111111111114,39.0,1,1,1,same_model_family,0.8081,36.0,1,movement_reconstructed,10,10,0.0,0.0,0.0,0,999,30,SP-CA4D78ABDF|2026-05-26
00000000-0000-0000-0000-000000000001,9974de1e-6675-45ad-9d2a-1869b9d62390,SP-CA4D78ABDF,IN236714,Crocs,Crocs All Day Women Lifestyle Slippers Black,footwear,women,core,2026-05-29 20:40:54.077393+00:00,2026-05-29 20:40:54.077393+00:00,18.72,36.75,10,10,in236714,spca4d78abdf,crocs,crocs all day women lifestyle slippers black,CROCS,IN236714,lifestyle,women,Crocs All Day Women Lifestyle Slippers Black,2026-06-02,0.0,0.0,0.0,0,0,0,no_match,0.0,,0,movement_reconstructed,10,10,0.0,0.0,0.0,3,999,30,SP-CA4D78ABDF|2026-06-02
