sku_id,date,month,system_category,stock_start_of_day,units_sold,restock_units,stock_end_of_day,revenue_usd,cogs_usd,restock_cost_usd,days_of_supply,sell_through_rate,velocity_ratio,is_stockout,restock_triggered,cumulative_units_sold,cumulative_restock_units,reorder_point,safety_stock,seasonal_mult
SKU-JC9577,2026-01-01,1,sportswear,4,0,0,4,0.0,0.0,0.0,999.0,0.0,1.0,False,False,0,0,0.0,0.0,0.9
SKU-JC9577,2026-01-02,1,sportswear,4,0,0,4,0.0,0.0,0.0,999.0,0.0,1.0,False,False,0,0,0.0,0.0,0.9
SKU-JC9577,2026-01-03,1,sportswear,4,0,0,4,0.0,0.0,0.0,999.0,0.0,1.0,False,False,0,0,0.0,0.0,0.9
SKU-JC9577,2026-01-04,1,sportswear,4,0,0,4,0.0,0.0,0.0,999.0,0.0,1.0,False,False,0,0,0.0,0.0,0.9
SKU-JC9577,2026-01-05,1,sportswear,4,0,0,4,0.0,0.0,0.0,999.0,0.0,1.0,False,False,0,0,0.0,0.0,0.9
SKU-JC9577,2026-01-06,1,sportswear,4,0,0,4,0.0,0.0,0.0,999.0,0.0,1.0,False,False,0,0,0.0,0.0,0.9
SKU-JC9577,2026-01-07,1,sportswear,4,0,0,4,0.0,0.0,0.0,999.0,0.0,1.0,False,False,0,0,0.0,0.0,0.9
SKU-JC9577,2026-01-08,1,sportswear,4,0,0,4,0.0,0.0,0.0,999.0,0.0,1.0,False,False,0,0,0.0,0.0,0.9
SKU-JC9577,2026-01-09,1,sportswear,4,0,0,4,0.0,0.0,0.0,999.0,0.0,1.0,False,False,0,0,0.0,0.0,0.9
SKU-JC9577,2026-01-10,1,sportswear,4,0,0,4,0.0,0.0,0.0,999.0,0.0,1.0,False,False,0,0,0.0,0.0,0.9
SKU-JC9577,2026-01-11,1,sportswear,4,0,0,4,0.0,0.0,0.0,999.0,0.0,1.0,False,False,0,0,0.0,0.0,0.9
SKU-JC9577,2026-01-12,1,sportswear,4,0,0,4,0.0,0.0,0.0,999.0,0.0,1.0,False,False,0,0,0.0,0.0,0.9
SKU-JC9577,2026-01-13,1,sportswear,4,0,0,4,0.0,0.0,0.0,999.0,0.0,1.0,False,False,0,0,0.0,0.0,0.9
SKU-JC9577,2026-01-14,1,sportswear,4,0,0,4,0.0,0.0,0.0,999.0,0.0,1.0,False,False,0,0,0.0,0.0,0.9
SKU-JC9577,2026-01-15,1,sportswear,4,0,0,4,0.0,0.0,0.0,999.0,0.0,1.0,False,False,0,0,0.0,0.0,0.9
SKU-JC9577,2026-01-16,1,sportswear,4,0,0,4,0.0,0.0,0.0,999.0,0.0,1.0,False,False,0,0,0.0,0.0,0.9
SKU-JC9577,2026-01-17,1,sportswear,4,0,0,4,0.0,0.0,0.0,999.0,0.0,1.0,False,False,0,0,0.0,0.0,0.9
SKU-JC9577,2026-01-18,1,sportswear,4,0,0,4,0.0,0.0,0.0,999.0,0.0,1.0,False,False,0,0,0.0,0.0,0.9
SKU-JC9577,2026-01-19,1,sportswear,4,0,0,4,0.0,0.0,0.0,999.0,0.0,1.0,False,False,0,0,0.0,0.0,0.9
SKU-JC9577,2026-01-20,1,sportswear,4,0,0,4,0.0,0.0,0.0,999.0,0.0,1.0,False,False,0,0,0.0,0.0,0.9
SKU-JC9577,2026-01-21,1,sportswear,4,0,0,4,0.0,0.0,0.0,999.0,0.0,1.0,False,False,0,0,0.0,0.0,0.9
SKU-JC9577,2026-01-22,1,sportswear,4,0,0,4,0.0,0.0,0.0,999.0,0.0,1.0,False,False,0,0,0.0,0.0,0.9
SKU-JC9577,2026-01-23,1,sportswear,4,0,0,4,0.0,0.0,0.0,999.0,0.0,1.0,False,False,0,0,0.0,0.0,0.9
SKU-JC9577,2026-01-24,1,sportswear,4,0,0,4,0.0,0.0,0.0,999.0,0.0,1.0,False,False,0,0,0.0,0.0,0.9
SKU-JC9577,2026-01-25,1,sportswear,4,0,0,4,0.0,0.0,0.0,999.0,0.0,1.0,False,False,0,0,0.0,0.0,0.9
SKU-JC9577,2026-01-26,1,sportswear,4,0,0,4,0.0,0.0,0.0,999.0,0.0,1.0,False,False,0,0,0.0,0.0,0.9
SKU-JC9577,2026-01-27,1,sportswear,4,0,0,4,0.0,0.0,0.0,999.0,0.0,1.0,False,False,0,0,0.0,0.0,0.9
SKU-JC9577,2026-01-28,1,sportswear,4,0,0,4,0.0,0.0,0.0,999.0,0.0,1.0,False,False,0,0,0.0,0.0,0.9
SKU-JC9577,2026-01-29,1,sportswear,4,0,0,4,0.0,0.0,0.0,999.0,0.0,1.0,False,False,0,0,0.0,0.0,0.9
SKU-JC9577,2026-01-30,1,sportswear,4,0,0,4,0.0,0.0,0.0,999.0,0.0,1.0,False,False,0,0,0.0,0.0,0.9
SKU-JC9577,2026-01-31,1,sportswear,4,0,0,4,0.0,0.0,0.0,999.0,0.0,1.0,False,False,0,0,0.0,0.0,0.9
SKU-JC9577,2026-02-01,2,sportswear,4,0,0,4,0.0,0.0,0.0,999.0,0.0,1.0,False,False,0,0,0.0,0.0,0.9
SKU-JC9577,2026-02-02,2,sportswear,4,0,0,4,0.0,0.0,0.0,999.0,0.0,1.0,False,False,0,0,0.0,0.0,0.9
SKU-JC9577,2026-02-03,2,sportswear,4,0,0,4,0.0,0.0,0.0,999.0,0.0,1.0,False,False,0,0,0.0,0.0,0.9
SKU-JC9577,2026-02-04,2,sportswear,4,0,0,4,0.0,0.0,0.0,999.0,0.0,1.0,False,False,0,0,0.0,0.0,0.9
SKU-JC9577,2026-02-05,2,sportswear,4,0,0,4,0.0,0.0,0.0,999.0,0.0,1.0,False,False,0,0,0.0,0.0,0.9
SKU-JC9577,2026-02-06,2,sportswear,4,0,0,4,0.0,0.0,0.0,999.0,0.0,1.0,False,False,0,0,0.0,0.0,0.9
SKU-JC9577,2026-02-07,2,sportswear,4,0,0,4,0.0,0.0,0.0,999.0,0.0,1.0,False,False,0,0,0.0,0.0,0.9
SKU-JC9577,2026-02-08,2,sportswear,4,0,0,4,0.0,0.0,0.0,999.0,0.0,1.0,False,False,0,0,0.0,0.0,0.9
SKU-JC9577,2026-02-09,2,sportswear,4,0,0,4,0.0,0.0,0.0,999.0,0.0,1.0,False,False,0,0,0.0,0.0,0.9
SKU-JC9577,2026-02-10,2,sportswear,4,0,0,4,0.0,0.0,0.0,999.0,0.0,1.0,False,False,0,0,0.0,0.0,0.9
SKU-JC9577,2026-02-11,2,sportswear,4,0,0,4,0.0,0.0,0.0,999.0,0.0,1.0,False,False,0,0,0.0,0.0,0.9
SKU-JC9577,2026-02-12,2,sportswear,4,0,0,4,0.0,0.0,0.0,999.0,0.0,1.0,False,False,0,0,0.0,0.0,0.9
SKU-JC9577,2026-02-13,2,sportswear,4,0,0,4,0.0,0.0,0.0,999.0,0.0,1.0,False,False,0,0,0.0,0.0,0.9
SKU-JC9577,2026-02-14,2,sportswear,4,0,0,4,0.0,0.0,0.0,999.0,0.0,1.0,False,False,0,0,0.0,0.0,0.9
SKU-JC9577,2026-02-15,2,sportswear,4,0,0,4,0.0,0.0,0.0,999.0,0.0,1.0,False,False,0,0,0.0,0.0,0.9
SKU-JC9577,2026-02-16,2,sportswear,4,0,0,4,0.0,0.0,0.0,999.0,0.0,1.0,False,False,0,0,0.0,0.0,0.9
SKU-JC9577,2026-02-17,2,sportswear,4,0,0,4,0.0,0.0,0.0,999.0,0.0,1.0,False,False,0,0,0.0,0.0,0.9
SKU-JC9577,2026-02-18,2,sportswear,4,0,0,4,0.0,0.0,0.0,999.0,0.0,1.0,False,False,0,0,0.0,0.0,0.9
SKU-JC9577,2026-02-19,2,sportswear,4,0,0,4,0.0,0.0,0.0,999.0,0.0,1.0,False,False,0,0,0.0,0.0,0.9
SKU-JC9577,2026-02-20,2,sportswear,4,0,0,4,0.0,0.0,0.0,999.0,0.0,1.0,False,False,0,0,0.0,0.0,0.9
SKU-JC9577,2026-02-21,2,sportswear,4,0,0,4,0.0,0.0,0.0,999.0,0.0,1.0,False,False,0,0,0.0,0.0,0.9
SKU-JC9577,2026-02-22,2,sportswear,4,0,0,4,0.0,0.0,0.0,999.0,0.0,1.0,False,False,0,0,0.0,0.0,0.9
SKU-JC9577,2026-02-23,2,sportswear,4,0,0,4,0.0,0.0,0.0,999.0,0.0,1.0,False,False,0,0,0.0,0.0,0.9
SKU-JC9577,2026-02-24,2,sportswear,4,0,0,4,0.0,0.0,0.0,999.0,0.0,1.0,False,False,0,0,0.0,0.0,0.9
SKU-JC9577,2026-02-25,2,sportswear,4,0,0,4,0.0,0.0,0.0,999.0,0.0,1.0,False,False,0,0,0.0,0.0,0.9
SKU-JC9577,2026-02-26,2,sportswear,4,0,0,4,0.0,0.0,0.0,999.0,0.0,1.0,False,False,0,0,0.0,0.0,0.9
SKU-JC9577,2026-02-27,2,sportswear,4,0,0,4,0.0,0.0,0.0,999.0,0.0,1.0,False,False,0,0,0.0,0.0,0.9
SKU-JC9577,2026-02-28,2,sportswear,4,0,0,4,0.0,0.0,0.0,999.0,0.0,1.0,False,False,0,0,0.0,0.0,0.9
SKU-JC9577,2026-03-01,3,sportswear,4,0,0,4,0.0,0.0,0.0,999.0,0.0,1.0,False,False,0,0,0.0,0.0,1.1
SKU-JC9577,2026-03-02,3,sportswear,4,0,0,4,0.0,0.0,0.0,999.0,0.0,1.0,False,False,0,0,0.0,0.0,1.1
SKU-JC9577,2026-03-03,3,sportswear,4,0,0,4,0.0,0.0,0.0,999.0,0.0,1.0,False,False,0,0,0.0,0.0,1.1
SKU-JC9577,2026-03-04,3,sportswear,4,0,0,4,0.0,0.0,0.0,999.0,0.0,1.0,False,False,0,0,0.0,0.0,1.1
SKU-JC9577,2026-03-05,3,sportswear,4,0,0,4,0.0,0.0,0.0,999.0,0.0,1.0,False,False,0,0,0.0,0.0,1.1
SKU-JC9577,2026-03-06,3,sportswear,4,0,0,4,0.0,0.0,0.0,999.0,0.0,1.0,False,False,0,0,0.0,0.0,1.1
SKU-JC9577,2026-03-07,3,sportswear,4,0,0,4,0.0,0.0,0.0,999.0,0.0,1.0,False,False,0,0,0.0,0.0,1.1
SKU-JC9577,2026-03-08,3,sportswear,4,0,0,4,0.0,0.0,0.0,999.0,0.0,1.0,False,False,0,0,0.0,0.0,1.1
SKU-JC9577,2026-03-09,3,sportswear,4,0,0,4,0.0,0.0,0.0,999.0,0.0,1.0,False,False,0,0,0.0,0.0,1.1
SKU-JC9577,2026-03-10,3,sportswear,4,0,0,4,0.0,0.0,0.0,999.0,0.0,1.0,False,False,0,0,0.0,0.0,1.1
SKU-JC9577,2026-03-11,3,sportswear,4,0,0,4,0.0,0.0,0.0,999.0,0.0,1.0,False,False,0,0,0.0,0.0,1.1
SKU-JC9577,2026-03-12,3,sportswear,4,0,0,4,0.0,0.0,0.0,999.0,0.0,1.0,False,False,0,0,0.0,0.0,1.1
SKU-JC9577,2026-03-13,3,sportswear,4,0,0,4,0.0,0.0,0.0,999.0,0.0,1.0,False,False,0,0,0.0,0.0,1.1
SKU-JC9577,2026-03-14,3,sportswear,4,0,0,4,0.0,0.0,0.0,999.0,0.0,1.0,False,False,0,0,0.0,0.0,1.1
SKU-JC9577,2026-03-15,3,sportswear,4,0,0,4,0.0,0.0,0.0,999.0,0.0,1.0,False,False,0,0,0.0,0.0,1.1
SKU-JC9577,2026-03-16,3,sportswear,4,0,0,4,0.0,0.0,0.0,999.0,0.0,1.0,False,False,0,0,0.0,0.0,1.1
SKU-JC9577,2026-03-17,3,sportswear,4,0,0,4,0.0,0.0,0.0,999.0,0.0,1.0,False,False,0,0,0.0,0.0,1.1
SKU-JC9577,2026-03-18,3,sportswear,4,0,0,4,0.0,0.0,0.0,999.0,0.0,1.0,False,False,0,0,0.0,0.0,1.1
SKU-JC9577,2026-03-19,3,sportswear,4,0,0,4,0.0,0.0,0.0,999.0,0.0,1.0,False,False,0,0,0.0,0.0,1.1
SKU-JC9577,2026-03-20,3,sportswear,4,0,0,4,0.0,0.0,0.0,999.0,0.0,1.0,False,False,0,0,0.0,0.0,1.1
SKU-JC9577,2026-03-21,3,sportswear,4,0,0,4,0.0,0.0,0.0,999.0,0.0,1.0,False,False,0,0,0.0,0.0,1.1
SKU-JC9577,2026-03-22,3,sportswear,4,0,0,4,0.0,0.0,0.0,999.0,0.0,1.0,False,False,0,0,0.0,0.0,1.1
SKU-JC9577,2026-03-23,3,sportswear,4,0,0,4,0.0,0.0,0.0,999.0,0.0,1.0,False,False,0,0,0.0,0.0,1.1
SKU-JC9577,2026-03-24,3,sportswear,4,0,0,4,0.0,0.0,0.0,999.0,0.0,1.0,False,False,0,0,0.0,0.0,1.1
SKU-JC9577,2026-03-25,3,sportswear,4,0,0,4,0.0,0.0,0.0,999.0,0.0,1.0,False,False,0,0,0.0,0.0,1.1
SKU-JC9577,2026-03-26,3,sportswear,4,0,0,4,0.0,0.0,0.0,999.0,0.0,1.0,False,False,0,0,0.0,0.0,1.1
SKU-JC9577,2026-03-27,3,sportswear,4,0,0,4,0.0,0.0,0.0,999.0,0.0,1.0,False,False,0,0,0.0,0.0,1.1
SKU-JC9577,2026-03-28,3,sportswear,4,0,0,4,0.0,0.0,0.0,999.0,0.0,1.0,False,False,0,0,0.0,0.0,1.1
SKU-JC9577,2026-03-29,3,sportswear,4,0,0,4,0.0,0.0,0.0,999.0,0.0,1.0,False,False,0,0,0.0,0.0,1.1
SKU-JC9577,2026-03-30,3,sportswear,4,0,0,4,0.0,0.0,0.0,999.0,0.0,1.0,False,False,0,0,0.0,0.0,1.1
SKU-JC9577,2026-03-31,3,sportswear,4,0,0,4,0.0,0.0,0.0,999.0,0.0,1.0,False,False,0,0,0.0,0.0,1.1
SKU-JC9577,2026-04-01,4,sportswear,4,0,0,4,0.0,0.0,0.0,999.0,0.0,1.0,False,False,0,0,0.0,0.0,1.2
SKU-JC9577,2026-04-02,4,sportswear,4,0,0,4,0.0,0.0,0.0,999.0,0.0,1.0,False,False,0,0,0.0,0.0,1.2
SKU-JC9577,2026-04-03,4,sportswear,4,0,0,4,0.0,0.0,0.0,999.0,0.0,1.0,False,False,0,0,0.0,0.0,1.2
SKU-JC9577,2026-04-04,4,sportswear,4,0,0,4,0.0,0.0,0.0,999.0,0.0,1.0,False,False,0,0,0.0,0.0,1.2
SKU-JC9577,2026-04-05,4,sportswear,4,0,0,4,0.0,0.0,0.0,999.0,0.0,1.0,False,False,0,0,0.0,0.0,1.2
SKU-JC9577,2026-04-06,4,sportswear,4,0,0,4,0.0,0.0,0.0,999.0,0.0,1.0,False,False,0,0,0.0,0.0,1.2
SKU-JC9577,2026-04-07,4,sportswear,4,0,0,4,0.0,0.0,0.0,999.0,0.0,1.0,False,False,0,0,0.0,0.0,1.2
SKU-JC9577,2026-04-08,4,sportswear,4,0,0,4,0.0,0.0,0.0,999.0,0.0,1.0,False,False,0,0,0.0,0.0,1.2
SKU-JC9577,2026-04-09,4,sportswear,4,0,0,4,0.0,0.0,0.0,999.0,0.0,1.0,False,False,0,0,0.0,0.0,1.2
SKU-JC9577,2026-04-10,4,sportswear,4,0,0,4,0.0,0.0,0.0,999.0,0.0,1.0,False,False,0,0,0.0,0.0,1.2
SKU-JC9577,2026-04-11,4,sportswear,4,0,0,4,0.0,0.0,0.0,999.0,0.0,1.0,False,False,0,0,0.0,0.0,1.2
SKU-JC9577,2026-04-12,4,sportswear,4,0,0,4,0.0,0.0,0.0,999.0,0.0,1.0,False,False,0,0,0.0,0.0,1.2
SKU-JC9577,2026-04-13,4,sportswear,4,0,0,4,0.0,0.0,0.0,999.0,0.0,1.0,False,False,0,0,0.0,0.0,1.2
SKU-JC9577,2026-04-14,4,sportswear,4,0,0,4,0.0,0.0,0.0,999.0,0.0,1.0,False,False,0,0,0.0,0.0,1.2
SKU-JC9577,2026-04-15,4,sportswear,4,0,0,4,0.0,0.0,0.0,999.0,0.0,1.0,False,False,0,0,0.0,0.0,1.2
SKU-JC9577,2026-04-16,4,sportswear,4,0,0,4,0.0,0.0,0.0,999.0,0.0,1.0,False,False,0,0,0.0,0.0,1.2
SKU-JC9577,2026-04-17,4,sportswear,4,0,0,4,0.0,0.0,0.0,999.0,0.0,1.0,False,False,0,0,0.0,0.0,1.2
SKU-JC9577,2026-04-18,4,sportswear,4,0,0,4,0.0,0.0,0.0,999.0,0.0,1.0,False,False,0,0,0.0,0.0,1.2
SKU-JC9577,2026-04-19,4,sportswear,4,0,0,4,0.0,0.0,0.0,999.0,0.0,1.0,False,False,0,0,0.0,0.0,1.2
SKU-JC9577,2026-04-20,4,sportswear,4,0,0,4,0.0,0.0,0.0,999.0,0.0,1.0,False,False,0,0,0.0,0.0,1.2
SKU-JC9577,2026-04-21,4,sportswear,4,0,0,4,0.0,0.0,0.0,999.0,0.0,1.0,False,False,0,0,0.0,0.0,1.2
SKU-JC9577,2026-04-22,4,sportswear,4,0,0,4,0.0,0.0,0.0,999.0,0.0,1.0,False,False,0,0,0.0,0.0,1.2
